"ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NAA25",181.206197778589,-0.17035122980687,0.148072624846028,-1.15045728394433,0.249955578096201,0.582577315892985
"SCNN1A",2092.42827607105,-0.157788588403517,0.268566951405507,-0.587520495644581,0.556854189485175,0.813171089399673
"LTBR",873.204059648312,-0.203755121575524,0.204966835406864,-0.994088244427762,0.320179907971097,0.643105695155467
"OGFOD2",11.6110720695809,-0.307080105156587,0.379543041540977,-0.809078474762219,0.418470008768968,0.719528235192178
"CDK2AP1",104.808729263402,-0.0190737849787444,0.14206052275769,-0.134265203368836,0.893192867747573,0.966509219477917
"OAS3",121.191796431891,0.199247172054581,0.278043961717772,0.716603125720193,0.473619015271292,0.759438943004845
"OAS2",73.5996230899675,-0.00848195862404759,0.524286499850753,-0.0161780984756657,0.987092308062481,0.996584079502648
"RASAL1",15.2658746782449,-0.70696120715114,0.745111240309036,-0.94879954684072,0.34272257241189,0.66265181926518
"ARHGDIB",100.372577286573,-0.758115460064028,0.280336476188781,-2.70430544883323,0.00684473382612058,0.118802749795966
"GTF2H3",82.1657747937769,-0.221799448006556,0.195616385581759,-1.13384902469663,0.256857882654115,0.590027677769299
"EIF2B1",149.632082452268,-0.265648651399828,0.133316199529744,-1.99262094431787,0.0463029699788202,0.288062956801447
"DDX55",111.320554551339,-0.234653086306572,0.238920357727714,-0.982139356136383,0.326031198906628,0.649453768785054
"SLC38A1",1068.76377666527,0.26152988248243,0.23290528231566,1.12290232270462,0.261478980953635,0.594759419702095
"SPRING1",144.159240620597,-0.264292472701526,0.186938601742841,-1.41379292579226,0.157422711267138,0.48309932437941
"VDR",98.71353329465,-0.49453449141626,0.292742391207194,-1.68931629401853,0.0911588324780096,0.380505298685777
"RFC5",31.3619086800549,0.459687385184466,0.458265052947196,1.00310373271565,0.315810813893259,0.63978963680464
"STX2",74.5077707962553,0.207005324613913,0.348166032742385,0.594559219299491,0.55213814647675,0.8105509102811
"COPZ1",272.820013692143,-0.345170781207146,0.161652940073218,-2.13525829502888,0.0327399175088221,0.24551352160367
"TBC1D30",6.72688254841759,-0.896646569058622,0.680778383435252,-1.31709024680555,0.187808375871701,0.520157785358253
"CAND1",333.096674798545,0.0506294281055875,0.150449406411805,0.336521288538729,0.736477800788824,0.908350882787165
"RAB5B",543.69402176731,-0.166673410177057,0.156402781363478,-1.06566781437032,0.286573831976724,0.614285454173025
"MDM1",23.2877436269084,0.669202089834722,0.345879138295614,1.93478592878525,0.0530165705274537,0.304090562983967
"NUP107",106.941203741658,0.0194217302754914,0.319882251836792,0.0607152480763471,0.951585987876106,0.98452445181191
"CNOT2",180.325686360898,0.0130555549717531,0.115113197096728,0.113414928097103,0.909701605162807,0.971573518406857
"TIMELESS",55.7632990541296,0.534803988117912,0.477899590185334,1.11907187011922,0.263109479351748,0.595092125272144
"CPSF6",178.129096635056,0.238778067328152,0.129734222307456,1.84051719801638,0.065692341724535,0.333291811756619
"KRR1",153.069583430248,-0.49229692389923,0.146717009890869,-3.35541819087924,0.00079245091134576,0.0419330127891753
"MRPL51",126.875413820472,-0.111768887281952,0.200884472638142,-0.55638390470967,0.577948439497148,0.824156087272776
"GAPDH",10055.9808610903,-0.412661365425494,0.192510956421284,-2.14357340016763,0.0320670840056786,0.244348681852953
"NOP2",179.487822221981,-0.741653187500251,0.28167828939574,-2.63297959204188,0.00846394328914028,0.129145573607657
"CHD4",724.622132689221,0.0350071716337984,0.188479806777653,0.185734335323761,0.852653101095173,0.949566296815959
"BLTP3B",27.7260906362925,0.0652719207259734,0.290915782590657,0.224367066457225,0.822471694609451,0.940232502445083
"COPS7A",149.898834423058,-0.300610403475158,0.169206658982051,-1.77658731212845,0.0756361647092843,0.355779609528748
"ING4",73.8284319178402,0.353673277063002,0.272646998252756,1.29718382864839,0.194567943510716,0.52685951447474
"GNB3",12.9003063109048,0.332000613097861,0.525792986040017,0.631428379443222,0.527760464870185,0.794318115575694
"CDCA3",38.1468795305973,1.79332044890513,0.788550121557954,2.2741996987611,0.022953982359311,0.210125927374847
"CHPT1",46.1536326684895,0.568587346067862,0.506529296644586,1.12251620949542,0.261643019463323,0.594759419702095
"USP5",257.111938806566,-0.181438193876011,0.171416715830952,-1.0584626650702,0.289844563242064,0.616854461372954
"TPI1",1464.63077325845,-0.49015064063269,0.183456785326655,-2.67174986065491,0.00754568730260705,0.12271151571805
"GNPTAB",237.623969835314,0.701967513598189,0.241969967192402,2.90105223281706,0.00371911879649715,0.0907769940827726
"SPSB2",20.9870297048115,0.345823817439716,0.360191186166064,0.960111825946447,0.336998937221412,0.657902259391617
"LOC105369632",20.9870297048115,0.345823817439716,0.360191186166064,0.960111825946447,0.336998937221412,0.657902259391617
"ENO2",250.463930642056,-0.256476585090322,0.464058161246241,-0.55268198365814,0.580481192227247,0.825778097515238
"ATN1",549.467038905495,0.0853838915031106,0.198183612244291,0.430832249630521,0.666590348555437,0.871957710528794
"C12orf57",88.3037089628306,-0.2469211578883,0.235431722544286,-1.04880156004403,0.294269459328998,0.62088803464272
